name,code,city_code,state_code,country_code
Niquelândia Airport,NQL,,BR-GO,BR
Fonte Boa Airport,FBA,,BR-AM,BR
Porto dos Gaúchos Airport,PBV,,BR-MT,BR
Parintins Airport,PIN,,BR-AM,BR
Pimenta Bueno Airport,PBQ,,BR-RO,BR
Fazenda Piraguassu Airport,PBX,,BR-MT,BR
Silur Airport,SWR,,PG-NIK,PG
Arraias Airport,AAI,,BR-TO,BR
Maestro Marinho Franco Airport,ROO,,BR-MT,BR
Aripuanã Airport,AIR,,BR-MT,BR
Presidente João Batista Figueiredo Airport,OPS,,BR-MT,BR
Santa Terezinha Airport,STZ,,BR-MT,BR
Tapuruquara Airport,IRZ,,BR-AM,BR
Tangará da Serra Airport,TGQ,,BR-MT,BR
Fazenda Tucunaré Airport,AZL,,BR-MT,BR
Taguatinga Airport,QHN,,BR-TO,BR
São Miguel do Araguaia Airport,SQM,,BR-GO,BR
Vila Bela da Santíssima Trindade Airport,MTG,,BR-MT,BR
Vila Rica Airport,VLP,,BR-MT,BR
Regional Orlando Villas Boas Airport,MBK,,BR-MT,BR
Xavantina Airport,NOK,,BR-MT,BR
Sehulea Airport,SXH,,PG-MBA,PG
Sheldon Point Airport,SXP,,US-AK,US
Aishalton Airport,AHL,,GY-UT,GY
Annai Airport,NAI,,GY-UT,GY
Seal Bay Seaplane Base,SYB,,US-AK,US
Baramita Airport,BMJ,,GY-BA,GY
Bartica A Airport,GFO,,GY-CU,GY
Cheddi Jagan International Airport,GEO,,GY-DE,GY
Silva Bay Seaplane Base,SYF,,CA-BC,CA
Ogle Airport,OGL,,GY-DE,GY
Imbaimadai Airport,IMB,,GY-CU,GY
Kamarang Airport,KAR,,GY-CU,GY
Karanambo Airport,KRM,,GY-UT,GY
Karasabai Airport,KRG,,GY-UT,GY
Kato Airport,KTO,,GY-PT,GY
Konawaruk Airport,KKG,,GY-PT,GY
Roberts Army Heliport,SYL,,US-CA,US
Lumid Pau Airport,LUB,LUB,GY-UT,GY
Lethem Airport,LTM,,GY-UT,GY
Mabaruma Airport,USI,,GY-BA,GY
Mahdia Airport,MHA,,GY-PT,GY
Monkey Mountain Airport,MYM,,GY-PT,GY
Matthews Ridge Airport,MWJ,,GY-BA,GY
Stanton Airfield,SYN,,US-MN,US
New Amsterdam Airport,QSX,,GY-EB,GY
Orinduik Airport,ORJ,,GY-PT,GY
Paramakatoi Airport,PMT,,GY-PT,GY
Paruma Airport,PRR,,GY-CU,GY
Sand Creek Airport,SDC,,GY-UT,GY
Skeldon Airport,SKM,,GY-EB,GY
Santa Cruz Island Airport,SZN,,US-CA,US
Santa Paula Airport,SZP,,US-CA,US
Tarapaina Airport,TAA,,SB-ML,SB
V.C. Bird International Airport,ANU,ANU,AG-03,AG
Codrington Airport,BBQ,,AG-10,AG
Tabibuga Airport,TBA,,PG-JI,PG
Timbunke Airport,TBE,,PG-ESW,PG
Sir Grantley Adams International Airport,BGI,BGI,BB-01,BB
Tarabo Airport,TBQ,,PG-EHG,PG
Tabal Airstrip,TBV,,MH-AUR,MH
Tinboli Airport,TCK,,PG-ESW,PG
Takotna Airport,TCT,,US-AK,US
Tetebedi Airport,TDB,,PG-NPP,PG
Canefield Airport,DCF,DOM,DM-10,DM
Melville Hall Airport,DOM,DOM,DM-02,DM
Sasereme Airport,TDS,,PG-WPD,PG
Terapo Airport,TEO,,PG-GPK,PG
Tifalmin Airport,TFB,,PG-SAN,PG
La Désirade Airport,DSD,,GP-U-A,GP
Baillif Airport,BBR,,GP-U-A,GP
St-François Airport,SFC,,GP-U-A,GP
Martinique Aimé Césaire International Airport,FDF,FDF,MQ-U-A,MQ
L'Espérance Airport,SFG,,MF-U-A,MF
Gustaf III Airport,SBH,,BL-U-A,BL
Les Bases Airport,GBJ,,GP-U-A,GP
Pointe-à-Pitre Le Raizet,PTP,PTP,GP-U-A,GP
Terre-de-Haut Airport,LSS,,GP-U-A,GP
Tarfaya Airport,TFY,,MA-LAA,MA
Tagula Airport,TGL,,PG-MBA,PG
Point Salines International Airport,GND,GND,GD-GE,GD
Lauriston Airport,CRU,,GD-PA,GD
Trincomalee Harbor Waterdrome,THW,,LK-5,LK
Tingwon Airport,TIG,,PG-NIK,PG
Cyril E. King Airport,STT,STT,VI-U-A,VI
Henry E Rohlsen Airport,STX,,VI-U-A,VI
Antonio Nery Juarbe Pol Airport,ARE,ARE,PR-U-A,PR
Rafael Hernandez Airport,BQN,,PR-U-A,PR
Ticantiki Airport,TJC,,PA-Q,PA
Benjamin Rivera Noriega Airport,CPX,CPX,PR-U-A,PR
Diego Jimenez Torres Airport,FAJ,,PR-U-A,PR
Fernando Luis Ribas Dominicci Airport,SIG,SJU,PR-U-A,PR
Eugenio Maria De Hostos Airport,MAZ,MAZ,PR-U-A,PR
Mercedita Airport,PSE,PSE,PR-U-A,PR
José Aponte de la Torre Airport,NRR,,PR-U-A,PR
Luis Munoz Marin International Airport,SJU,SJU,PR-U-A,PR
Tenakee Seaplane Base,TKE,,US-AK,US
Taku Lodge Seaplane Base,TKL,,US-AK,US
Robert L. Bradshaw International Airport,SKB,SKB,KN-U-A,KN
Vance W. Amory International Airport,NEV,,KN-U-A,KN
Tumolbil Airport,TLP,,PG-SAN,PG
George F. L. Charles Airport,SLU,SLU,LC-02,LC
Hewanorra International Airport,UVF,SLU,LC-11,LC
Tuluksak Airport,TLT,TLT,US-AK,US
Enfidha - Hammamet International Airport,NBE,,TN-51,TN
Queen Beatrix International Airport,AUA,AUA,AW-U-A,AW
Flamingo International Airport,BON,BON,BQ-U-A,BQ
Hato International Airport,CUR,CUR,CW-U-A,CW
F. D. Roosevelt Airport,EUX,,BQ-U-A,BQ
Princess Juliana International Airport,SXM,SXM,SX-U-A,SX
Juancho E. Yrausquin Airport,SAB,,BQ-U-A,BQ
Jumandy Airport,TNW,,EC-N,EC
Torokina Airport,TOK,,PG-NSB,PG
Port Alsworth Airport,PTA,,US-AK,US
Tapeta Airport,TPT,,LR-NI,LR
Wallblake Airport,AXA,,AI-U-A,AI
Bingöl Çeltiksuyu Airport,BGG,,TR-12,TR
Iğdır Airport,IGD,,TR-76,TR
Tanacross Airport,TSG,,US-AK,US
Tsile Tsile Airport,TSI,,PG-MPL,PG
Taskul Airport,TSK,,PG-SAN,PG
Tobago-Crown Point Airport,TAB,TAB,TT-WTO,TT
Piarco International Airport,POS,POS,TT-TUP,TT
Tissa Tank Waterdrome,TTW,,LK-3,LK
Tupile Airport,TUE,,PA-Q,PA
Tum Airport,TUJ,,ET-SN,ET
Captain Auguste George Airport,NGD,,VG-U-A,VG
Terrance B. Lettsome International Airport,EIS,EIS,VG-U-A,VG
Virgin Gorda Airport,VIJ,,VG-U-A,VG
Tauta Airport,TUT,,PG-MPM,PG
J F Mitchell Airport,BQU,,VC-06,VC
Canouan Airport,CIW,,VC-06,VC
Mustique Airport,MQS,,VC-06,VC
Union Island International Airport,UNI,,VC-06,VC
E. T. Joshua Airport,SVD,SVD,VC-04,VC
Chi Mei Airport,CMJ,,TW-PEN,TW
Two Harbors Amphibious Terminal,TWH,,US-CA,US
L.F. Wade International International Airport,BDA,BDA,BM-U-A,BM
Tyonek Airport,TYE,,US-AK,US
Geita Airport,GIT,,TZ-18,TZ
Lushoto Airport,LUY,,TZ-25,TZ
Dubois Municipal Airport,DBS,,US-ID,US
Melitopol Air Base,OOX,,UA-23,UA
Myrhorod Air Base,MXR,,UA-53,UA
Kakhnovka Airfield,KHU,,UA-53,UA
Almaty Airport,ALA,ALA,KZ-ALM,KZ
Balkhash Airport,BXH,,KZ-KAR,KZ
Boralday Airport,BXJ,,KZ-ALM,KZ
Astana International Airport,TSE,,KZ-AKM,KZ
Kokshetau Airport,KOV,,KZ-AKM,KZ
Petropavlosk South Airport,PPK,,KZ-SEV,KZ
Taraz Airport,DMB,,KZ-ZHA,KZ
Mount Aue Airport,UAE,,PG-JI,PG
Manas International Airport,FRU,,KG-C,KG
Osh Airport,OSS,,KG-O,KG
Shymkent Airport,CIT,,KZ-YUZ,KZ
Sary-Arka Airport,KGF,KGF,KZ-KAR,KZ
Kzyl-Orda Southwest Airport,KZO,,KZ-KZY,KZ
Uralsk Airport,URA,,KZ-ZAP,KZ
Ekibastuz Airport,EKB,,KZ-PAV,KZ
Ust-Kamennogorsk Airport,UKK,,KZ-VOS,KZ
Pavlodar Airport,PWQ,,KZ-PAV,KZ
Semipalatinsk Airport,DLX,,KZ-VOS,KZ
Aktau Airport,SCO,,KZ-MAN,KZ
Atyrau Airport,GUW,,KZ-ATY,KZ
Aktobe Airport,AKX,,KZ-AKT,KZ
Arkalyk North Airport,AYK,,KZ-KUS,KZ
Kostanay West Airport,KSN,,KZ-KUS,KZ
Heydar Aliyev International Airport,GYD,,AZ-BA,AZ
Ganja Airport,KVD,,AZ-GA,AZ
Lankaran International Airport,LLK,,AZ-LA,AZ
Nakhchivan Airport,NAJ,,AZ-NX,AZ
Gabala International Airport,GBB,,AZ-QAB,AZ
Zaqatala International Airport,ZTU,,AZ-ZAQ,AZ
Buin Airport,UBI,,PG-NSB,PG
Gyumri Shirak Airport,LWN,,AM-SH,AM
Zvartnots International Airport,EVN,EVN,AM-ER,AM
Batagay Airport,BQJ,,RU-SA,RU
Sakkyryr Airport,SUK,,RU-U-A,RU
Aldan Airport,ADH,,RU-SA,RU
Yakutsk Airport,YKS,,RU-SA,RU
Chulman Airport,NER,,RU-SA,RU
Verkhnevilyuisk Airport,VHV,,RU-SA,RU
Suntar Airport,SUY,,RU-SA,RU
Vilyuisk Airport,VYI,,RU-SA,RU
Lensk Airport,ULK,,RU-SA,RU
Polyarny Airport,PYJ,,RU-SA,RU
Mirny Airport,MJZ,,RU-SA,RU
Saskylakh Airport,SYS,,RU-SA,RU
Chokurdakh Airport,CKH,,RU-SA,RU
Cherskiy Airport,CYX,,RU-SA,RU
Tiksi Airport,IKS,,RU-SA,RU
Zyryanka Airport,ZKP,,RU-SA,RU
Moyo Airport,OYG,,UG-309,UG
Ugashik Bay Airport,UGB,,US-AK,US
Kopitnari Airport,KUT,,GE-IM,GE
Batumi International Airport,BUS,,GE-AJ,GE
Sukhumi Dranda Airport,SUI,SUI,GE-AB,GE
Tbilisi International Airport,TBS,,GE-TB,GE
Ignatyevo Airport,BQS,,RU-AMU,RU
Magdagachi Airport,GDG,,RU-AMU,RU
Tynda Airport,TYD,,RU-AMU,RU
Khabarovsk-Novy Airport,KHV,KHV,RU-KHA,RU
Komsomolsk-on-Amur Airport,KXK,,RU-KHA,RU
Maygatka Airport.,GVN,,RU-KHA,RU
Ugolny Airport,DYR,,RU-CHU,RU
Provideniya Bay Airport,PVS,,RU-CHU,RU
Sokol Airport,GDX,GDX,RU-MAG,RU
Pevek Airport,PWE,,RU-CHU,RU
Bogorodskoye Airport,BQG,,RU-KHA,RU
Nikolayevsk-na-Amure Airport,NLI,,RU-KHA,RU
Okhotsk Airport,OHO,,RU-KHA,RU
Yelizovo Airport,PKC,,RU-KAM,RU
Burevestnik Airport,BVV,,RU-SAK,RU
Okha Airport,OHH,,RU-SAK,RU
Shakhtyorsk Airport,EKS,,RU-SAK,RU
Mendeleyevo Airport,DEE,,RU-SAK,RU
Zonalnoye Airport,ZZO,,RU-SAK,RU
Yuzhno-Sakhalinsk Airport,UUS,UUS,RU-SAK,RU
Kavalerovo Airport,KVR,,RU-PRI,RU
Plastun Airport,TLY,,RU-PRI,RU
Vladivostok International Airport,VVO,VVO,RU-PRI,RU
Chita-Kadala Airport,HTA,,RU-CHI,RU
Bratsk Airport,BTK,,RU-IRK,RU
Ust-Ilimsk Airport,UIK,,RU-IRK,RU
Irkutsk Airport,IKT,,RU-IRK,RU
Bodaybo Airport,ODO,,RU-IRK,RU
Yerbogachen Airport,ERG,,RU-IRK,RU
Kirensk Airport,KCK,,RU-IRK,RU
Ust-Kut Airport,UKX,,RU-IRK,RU
Ulan-Ude Airport (Mukhino),UUD,,RU-BU,RU
Ujae Atoll Airport,UJE,,MH-UJA,MH
Uljin Airport,UJN,,KR-47,KR
Boryspil International Airport,KBP,IEV,UA-32,UA
Donetsk International Airport,DOK,,UA-14,UA
Kramatorsk Airport,KRQ,,UA-14,UA
Mariupol International Airport,MPW,,UA-14,UA
Sievierodonetsk Airport,SEV,,UA-09,UA
Luhansk International Airport,VSG,,UA-09,UA
Berdyansk Airport,ERD,,UA-23,UA
Dnipropetrovsk International Airport,DNK,,UA-12,UA
Zaporizhzhia International Airport,OZH,,UA-23,UA
Kryvyi Rih International Airport,KWG,,UA-12,UA
Belbek Airport,UKS,,UA-43,UA
Simferopol International Airport,SIP,SIP,UA-43,UA
Kerch Airport,KHC,,UA-43,UA
Mukhaizna Airport,UKH,,OM-WU,OM
Kharkiv International Airport,HRK,,UA-63,UA
Suprunovka Airport,PLV,,UA-53,UA
Sumy Airport,UMY,,UA-59,UA
Cherkasy International Airport,CKC,,UA-71,UA
Kirovograd Airport,KGO,,UA-35,UA
Kiev Zhuliany International Airport,IEV,IEV,UA-32,UA
Gostomel Airport,GML,,UA-32,UA
Zhytomyr Airport,ZTR,,UA-18,UA
Lutsk Airport,UCK,,UA-07,UA
Khmelnytskyi Airport,HMJ,,UA-68,UA
Ivano-Frankivsk International Airport,IFO,,UA-26,UA
Lviv International Airport,LWO,,UA-46,UA
Chernivtsi International Airport,CWC,,UA-77,UA
Rivne International Airport,RWN,,UA-19,UA
Ternopil International Airport,TNL,,UA-61,UA
Uzhhorod International Airport,UDJ,,UA-21,UA
Chernobayevka Airport,KHE,,UA-65,UA
Mykolaiv International Airport,NLV,,UA-48,UA
Odessa International Airport,ODS,,UA-51,UA
Chernihiv Shestovitsa Airport,CEJ,,UA-74,UA
Vinnytsia/Gavyryshivka Airport,VIN,,UA-05,UA
Talagi Airport,ARH,,RU-ARK,RU
Leshukonskoye Airport,LDG,,RU-ARK,RU
Naryan Mar Airport,NNM,,RU-NEN,RU
Solovki Airport,CSH,,RU-ARK,RU
Cherepovets Airport,CEE,,RU-VLG,RU
Amderma Airport,AMV,,RU-NEN,RU
Varandey Airport,VRI,,RU-NEN,RU
Majeed Bin Abdulaziz Airport,ULH,,SA-03,SA
Kotlas Airport,KSZ,,RU-ARK,RU
Pulkovo Airport,LED,LED,RU-SPE,RU
Kirovsk-Apatity Airport,KVK,,RU-MUR,RU
Murmansk Airport,MMK,,RU-MUR,RU
Novgorod Airport,NVR,,RU-NGR,RU
Velikiye Luki Airport,VLU,,RU-PSK,RU
Pskov Airport,PKV,,RU-PSK,RU
Petrozavodsk Airport,PES,,RU-KR,RU
Rzhevka Airport,RVH,,RU-LEN,RU
Vologda Airport,VGD,,RU-VLG,RU
Brest Airport,BQT,,BY-BR,BY
Gomel Airport,GME,,BY-HO,BY
Vitebsk Vostochny Airport,VTB,,BY-VI,BY
Khrabrovo Airport,KGD,,RU-KGD,RU
Hrodna Airport,GNA,,BY-HR,BY
Minsk 1 Airport,MHP,,BY-MI,BY
Minsk National Airport,MSQ,MSQ,BY-MI,BY
Mogilev Airport,MVQ,,BY-MA,BY
Abakan Airport,ABA,ABA,RU-KK,RU
Barnaul Airport,BAX,,RU-ALT,RU
Gorno-Altaysk Airport,RGK,,RU-AL,RU
Kemerovo Airport,KEJ,,RU-KEM,RU
Yeniseysk Airport,EIE,,RU-KYA,RU
Yemelyanovo Airport,KJA,KJA,RU-KYA,RU
Achinsk Airport,ACS,,RU-KYA,RU
Kyzyl Airport,KYZ,,RU-TY,RU
Tolmachevo Airport,OVB,OVB,RU-NVS,RU
Omsk Central Airport,OMS,,RU-OMS,RU
Strezhevoy Airport,SWT,,RU-TOM,RU
Bogashevo Airport,TOF,,RU-TOM,RU
Spichenkovo Airport,NOZ,,RU-KEM,RU
Dikson Airport,DKS,,RU-KYA,RU
Khatanga Airport,HTG,,RU-KYA,RU
Igarka Airport,IAA,,RU-KYA,RU
Norilsk-Alykel Airport,NSK,NSK,RU-KYA,RU
Turukhansk Airport,THX,,RU-KYA,RU
Urubupunga Airport,URB,,BR-SP,BR
Anapa Vityazevo Airport,AAQ,,RU-KDA,RU
Yeysk Airport,EIK,,RU-KDA,RU
Gelendzhik Airport,GDZ,,RU-KDA,RU
Krasnodar Pashkovsky International Airport,KRR,,RU-KDA,RU
Uytash Airport,MCX,,RU-DA,RU
Mineralnyye Vody Airport,MRV,MRV,RU-STA,RU
Nalchik Airport,NAL,,RU-KB,RU
Beslan Airport,OGZ,,RU-SE,RU
Magas Airport,IGT,,RU-IN,RU
Stavropol Shpakovskoye Airport,STW,,RU-STA,RU
Rostov-on-Don Airport,ROV,,RU-ROS,RU
Taganrog Yuzhny Airport,TGK,,RU-ROS,RU
Volgodonsk Airport,VLK,,RU-ROS,RU
Sochi International Airport,AER,AER,RU-KDA,RU
Astrakhan Airport,ASF,,RU-AST,RU
Elista Airport,ESL,,RU-KL,RU
Volgograd International Airport,VOG,,RU-VGG,RU
Spirit Lake Municipal Airport,RTL,,US-IA,US
Grumman Bethpage Airport,BPA,,US-NY,US
Chelyabinsk Balandino Airport,CEK,,RU-CHE,RU
Magnitogorsk International Airport,MQF,,RU-BA,RU
Salekhard Airport,SLY,,RU-YAN,RU
Mys Kamenny Airport,YMK,,RU-YAN,RU
Krasnoselkup Airport,KKQ,,RU-YAN,RU
Tarko-Sale Airport,TQL,,RU-YAN,RU
Urengoy Airport,UEN,,RU-YAN,RU
Berezovo Airport,EZV,,RU-KHM,RU
Khanty Mansiysk Airport,HMA,,RU-KHM,RU
Igrim Airport,IRM,,RU-KHM,RU
Nyagan Airport,NYA,,RU-KHM,RU
Sovetskiy Airport,OVS,,RU-KHM,RU
Uray Airport,URJ,,RU-KHM,RU
Beloyarskiy Airport,EYK,,RU-KHM,RU
Izhevsk Airport,IJK,,RU-UD,RU
Pobedilovo Airport,KVX,,RU-KIR,RU
Nadym Airport,NYM,,RU-YAN,RU
Novy Urengoy Airport,NUX,,RU-YAN,RU
Nizhnevartovsk Airport,NJC,,RU-KHM,RU
Raduzhny Airport,RAT,,RU-KHM,RU
Bolshoye Savino Airport,PEE,,RU-PER,RU
Kogalym International Airport,KGP,,RU-KHM,RU
Nefteyugansk Airport,NFG,,RU-KHM,RU
Noyabrsk Airport,NOJ,,RU-YAN,RU
Surgut Airport,SGC,,RU-KHM,RU
Koltsovo Airport,SVX,SVX,RU-SVE,RU
Tobolsk Airport,TOX,,RU-TYU,RU
Roshchino International Airport,TJM,,RU-TYU,RU
Kurgan Airport,KRO,,RU-KGN,RU
Monument Valley Airport,GMV,,US-UT,US
Ashgabat Airport,ASB,,TM-A,TM
Turkmenbashi Airport,KRW,,TM-B,TM
Mary Airport,MYP,,TM-M,TM
Daşoguz Airport,TAZ,,TM-D,TM
Turkmenabat Airport,CRZ,,TM-L,TM
Dushanbe Airport,DYU,,TJ-RR,TJ
Kulob Airport,TJU,,TJ-KT,TJ
Khudzhand Airport,LBD,,TJ-SU,TJ
Qurghonteppa International Airport,KQT,,TJ-KT,TJ
Andizhan Airport,AZN,,UZ-AN,UZ
Fergana International Airport,FEG,,UZ-FA,UZ
Namangan Airport,NMA,,UZ-NG,UZ
Nukus Airport,NCU,,UZ-QR,UZ
Urgench Airport,UGC,,UZ-XO,UZ
Navoi Airport,NVI,,UZ-NW,UZ
Bukhara Airport,BHK,,UZ-BU,UZ
Karshi Khanabad Airport,KSQ,,UZ-QA,UZ
Sugraly Airport,AFS,,UZ-NW,UZ
Samarkand Airport,SKD,,UZ-SA,UZ
Termez Airport,TMJ,,UZ-SU,UZ
Tashkent International Airport,TAS,TAS,UZ-TO,UZ
Ustupo Airport,UTU,,PA-Q,PA
Kostroma Sokerkino Airport,KMW,,RU-KOS,RU
Bykovo Airport,BKA,,RU-MOS,RU
Grabtsevo Airport,KLF,,RU-KLU,RU
Ivanovo South Airport,IWA,,RU-IVA,RU
Staroselye Airport,RYB,,RU-YAR,RU
Bryansk Airport,BZK,,RU-BRY,RU
Domodedovo International Airport,DME,MOW,RU-MOS,RU
Tunoshna Airport,IAR,,RU-YAR,RU
Sheremetyevo International Airport,SVO,MOW,RU-MOS,RU
Migalovo Air Base,KLD,,RU-TVE,RU
Chkalovskiy Airport,CKL,,RU-MOS,RU
Belgorod International Airport,EGO,,RU-BEL,RU
Kursk East Airport,URS,,RU-KRS,RU
Lipetsk Airport,LPK,,RU-LIP,RU
Voronezh International Airport,VOZ,,RU-VOR,RU
Oryol Yuzhny Airport,OEL,,RU-ORL,RU
Donskoye Airport,TBW,,RU-TAM,RU
Manumu Airport,UUU,,PG-CPM,PG
Turlatovo Airport,RZN,,RU-RYA,RU
Klokovo Airfield,TYA,,RU-TUL,RU
Vnukovo International Airport,VKO,MOW,RU-MOS,RU
Ukhta Airport,UCT,,RU-KO,RU
Inta Airport,INA,,RU-KO,RU
Pechora Airport,PEX,,RU-KO,RU
Usinsk Airport,USK,,RU-KO,RU
Vorkuta Airport,VKT,,RU-KO,RU
Ust-Tsylma Airport,UTS,,RU-KO,RU
Syktyvkar Airport,SCW,,RU-KO,RU
Nizhny Novgorod Strigino International Airport,GOJ,,RU-NIZ,RU
Bugulma Airport,UUA,,RU-TA,RU
Kazan International Airport,KZN,,RU-TA,RU
Begishevo Airport,NBC,,RU-TA,RU
Yoshkar-Ola Airport,JOK,,RU-ME,RU
Cheboksary Airport,CSY,,RU-CU,RU
Zhigansk Airport,ZIX,,RU-SA,RU
Ulyanovsk Baratayevka Airport,ULV,,RU-ULY,RU
Ulyanovsk East Airport,ULY,,RU-ULY,RU
Orenburg Central Airport,REN,,RU-ORE,RU
Orsk Airport,OSW,,RU-ORE,RU
Penza Airport,PEZ,,RU-PNZ,RU
Saransk Airport,SKX,,RU-MO,RU
Balakovo Airport,BWO,,RU-SAR,RU
Saratov Central Airport,RTW,,RU-SAR,RU
Beloretsk Airport,BCX,,RU-BA,RU
Neftekamsk Airport,NEF,,RU-BA,RU
Oktyabrskiy Airport,OKT,,RU-TA,RU
Ufa International Airport,UFA,,RU-BA,RU
Kurumoch International Airport,KUF,,RU-SAM,RU
Fray Bentos Airport,FZB,,UY-RN,UY
Hope Bay Aerodrome,UZM,,CA-NU,CA
Urzhar Airport,UZR,,KZ-VOS,KZ
Chorhata Airport,REW,,IN-MP,IN
Diu Airport,DIU,,IN-GJ,IN
Sardar Vallabhbhai Patel International Airport,AMD,AMD,IN-GJ,IN
Akola Airport,AKD,,IN-MM,IN
Aurangabad Airport,IXU,,IN-MM,IN
Chhatrapati Shivaji International Airport,BOM,BOM,IN-MM,IN
Bilaspur Airport,PAB,,IN-CT,IN
Bhuj Airport,BHJ,,IN-GJ,IN
Belgaum Airport,IXG,,IN-KA,IN
Vadodara Airport,BDQ,,IN-GJ,IN
Raja Bhoj International Airport,BHO,,IN-MP,IN
Bhavnagar Airport,BHU,,IN-GJ,IN
Daman Airport,NMB,,IN-DD,IN
Guna Airport,GUX,,IN-MP,IN
Dabolim Airport,GOI,,IN-GA,IN
Hubli Airport,HBX,,IN-KA,IN
Devi Ahilyabai Holkar Airport,IDR,,IN-MP,IN
Jabalpur Airport,JLR,,IN-MP,IN
Jamnagar Airport,JGA,,IN-GJ,IN
Kandla Airport,IXY,,IN-GJ,IN
Khajuraho Airport,HJR,,IN-MP,IN
Kolhapur Airport,KLH,,IN-MM,IN
Keshod Airport,IXK,,IN-GJ,IN
Nanded Airport,NDC,,IN-MM,IN
Dr. Babasaheb Ambedkar International Airport,NAG,,IN-MM,IN
Ozar Airport,ISK,,IN-MM,IN
Pune Airport,PNQ,,IN-MM,IN
Porbandar Airport,PBD,,IN-GJ,IN
Ratnagiri Airport,RTC,,IN-MM,IN
Rajkot Airport,RAJ,,IN-GJ,IN
Raipur Airport,RPR,,IN-CT,IN
Solapur Airport,SSE,,IN-MM,IN
Surat Airport,STV,,IN-GJ,IN
Maharana Pratap Airport,UDR,,IN-RJ,IN
Bandaranaike International Colombo Airport,CMB,CMB,LK-1,LK
Anuradhapura Air Force Base,ACJ,,LK-7,LK
Batticaloa Airport,BTC,,LK-5,LK
Colombo Ratmalana Airport,RML,,LK-1,LK
Ampara Airport,ADP,,LK-5,LK
Hingurakgoda Air Force Base,MNH,,LK-7,LK
Kankesanturai Airport,JAF,,LK-4,LK
Koggala Airport,KCT,,LK-3,LK
Katukurunda Air Force Base,KTY,,LK-1,LK
Sigiriya Air Force Base,GIU,,LK-2,LK
China Bay Airport,TRR,,LK-5,LK
Weerawila Airport,WRZ,,LK-3,LK
Mattala Rajapaksa International Airport,HRI,,LK-3,LK
Battambang Airport,BBM,,KH-2,KH
Kampong Chhnang Airport,KZC,,KH-4,KH
Kaoh Kong Airport,KKZ,,KH-9,KH
Kratie Airport,KTI,,KH-10,KH
Phnom Penh International Airport,PNH,PNH,KH-8,KH
Ratanakiri Airport,RBE,,KH-16,KH
Siem Reap International Airport,REP,,KH-17,KH
Stung Treng Airport,TNX,,KH-19,KH
Sihanoukville International Airport,KOS,,KH-18,KH
Krakor Airport,KZD,,KH-15,KH
Isla de Tigre  Heliport,ELX,,VE-Y,VE
Lagunillas Airport,LGY,,VE-V,VE
Kamarata Airport,KTV,,VE-F,VE
La Guaira Airport,LAG,,VE-X,VE
Macagua Airport,SFX,,VE-F,VE
San Salvador de Paul Airport,SVV,,VE-F,VE
Wonken Airport,WOK,,VE-F,VE
Along Airport,IXV,,IN-AR,IN
Agartala Airport,IXA,,IN-TR,IN
Bagdogra Airport,IXB,,IN-WB,IN
Balurghat Airport,RGH,,IN-WB,IN
Shillong Airport,SHL,,IN-ML,IN
Biju Patnaik Airport,BBI,,IN-OR,IN
Netaji Subhash Chandra Bose International Airport,CCU,CCU,IN-WB,IN
Cooch Behar Airport,COH,,IN-WB,IN
Dhanbad Airport,DBD,,IN-BR,IN
Daporijo Airport,DEP,,IN-AR,IN
Gorakhpur Airport,GOP,,IN-UP,IN
Lokpriya Gopinath Bordoloi International Airport,GAU,GAU,IN-AS,IN
Gaya Airport,GAY,,IN-BR,IN
Imphal Airport,IMF,,IN-MN,IN
Jeypore Airport,PYB,,IN-OR,IN
Jamshedpur Airport,IXW,,IN-JH,IN
Jorhat Airport,JRH,,IN-AS,IN
Kamalpur Airport,IXQ,,IN-TR,IN
Kailashahar Airport,IXH,,IN-TR,IN
Silchar Airport,IXS,,IN-AS,IN
Khowai Airport,IXN,,IN-TR,IN
Lengpui Airport,AJL,,IN-MZ,IN
North Lakhimpur Airport,IXI,,IN-AS,IN
Malda Airport,LDA,,IN-WB,IN
Dibrugarh Airport,DIB,,IN-AS,IN
Dimapur Airport,DMU,,IN-NL,IN
Muzaffarpur Airport,MZU,,IN-BR,IN
Pasighat Airport,IXT,,IN-AR,IN
Lok Nayak Jayaprakash Airport,PAT,,IN-BR,IN
Birsa Munda Airport,IXR,,IN-JH,IN
Rourkela Airport,RRK,,IN-OR,IN
Rupsi India Airport,RUP,,IN-AS,IN
Tezpur Airport,TEZ,,IN-AS,IN
Vishakhapatnam Airport,VTZ,,IN-AP,IN
Zero Airport,ZER,,IN-AR,IN
Barisal Airport,BZL,,BD-1,BD
Cox's Bazar Airport,CXB,,BD-2,BD
Comilla Airport,CLA,,BD-2,BD
Shah Amanat International Airport,CGP,CGP,BD-2,BD
Ishurdi Airport,IRD,,BD-5,BD
Jessore Airport,JSR,,BD-4,BD
Lalmonirhat Airport,LLJ,,BD-5,BD
Shah Mokhdum Airport,RJH,,BD-5,BD
Saidpur Airport,SPD,,BD-5,BD
Thakurgaon Airport,TKR,,BD-5,BD
Shamshernagar Airport,ZHM,,BD-6,BD
Osmany International Airport,ZYL,,BD-6,BD
Dhaka / Hazrat Shahjalal International Airport,DAC,DAC,BD-3,BD
Shun Tak Heliport,HHP,,HK-U-A,HK
Charlotte Amalie Harbor Seaplane Base,SPB,,VI-U-A,VI
